id,symbol,direction,score,opened_at,pnl_pips_flat12,outcome_flat12,actual_pnl_pips,threshold,cum_pips
67,USDCHF,SHORT,69.14,2026-04-02 13:01:18.334889+00:00,12.0,TP,3.7,50,-11.740913144630582
68,USDCHF,LONG,77.4,2026-04-02 15:57:45.567286+00:00,-12.000000000000899,SL,-8.60000000000083,50,-23.74091314463148
69,NZDUSD,SHORT,77.72,2026-04-03 00:00:35.858040+00:00,12.0,TP,7.669312624473346,50,-11.740913144631481
70,EURGBP,SHORT,80.0,2026-04-03 02:00:45.566028+00:00,12.0,TP,-13.999999999999568,50,0.25908685536851905
71,EURAUD,SHORT,85.0,2026-04-03 13:00:39.234689+00:00,12.0,TP,-5.100000000000104,50,12.259086855368519
72,EURAUD,LONG,85.0,2026-04-03 17:00:59.823409+00:00,12.0,TP,9.740051198854792,50,24.25908685536852
73,EURAUD,SHORT,90.0,2026-04-05 23:00:27.844590+00:00,12.0,TP,26.123113914405582,50,36.25908685536852
74,EURGBP,SHORT,75.0,2026-04-06 02:00:59.333085+00:00,12.0,TP,-6.599999999999939,50,48.25908685536852
75,EURUSD,LONG,80.0,2026-04-06 16:00:06.036099+00:00,-14.836591984914715,SL,-7.299999999998974,50,33.422494870453804
76,USDCHF,SHORT,80.0,2026-04-06 16:01:07.124467+00:00,12.0,TP,-9.20000000000032,50,45.422494870453804
77,EURAUD,SHORT,80.0,2026-04-07 00:29:26.227920+00:00,-32.60567633263545,SL,-32.70000000000106,50,12.816818537818357
78,NZDUSD,SHORT,85.0,2026-04-07 09:00:44.260584+00:00,12.0,TP,15.499999999999403,50,24.816818537818357
79,EURUSD,SHORT,85.0,2026-04-07 13:29:48.215761+00:00,-19.78858282437379,SL,-20.000000000000018,50,5.028235713444566
80,NZDUSD,LONG,70.0,2026-04-07 14:22:02.730532+00:00,12.0,TP,22.699999999999942,50,17.028235713444566
81,USDCHF,SHORT,80.0,2026-04-07 19:00:04.369635+00:00,12.0,TP,15.699999999999603,50,29.028235713444566
82,EURGBP,SHORT,65.0,2026-04-08 00:53:09.657220+00:00,12.0,TP,14.57031420219157,50,41.028235713444566
83,USDCHF,LONG,60.0,2026-04-08 13:32:16.816714+00:00,12.0,TP,38.3,50,53.028235713444566
84,EURAUD,SHORT,69.26,2026-04-08 15:13:49.806927+00:00,12.0,TP,-31.599999999998296,50,65.02823571344456
85,NZDUSD,LONG,70.0,2026-04-08 23:00:08.094077+00:00,12.0,TP,-1.100000000000545,50,77.02823571344456
86,EURUSD,LONG,70.0,2026-04-09 05:00:03.292219+00:00,-8.999999999999009,SL,-9.300000000000974,50,68.02823571344555
87,USDCHF,SHORT,80.0,2026-04-09 13:00:32.523500+00:00,12.0,TP,-7.399999999999629,50,80.02823571344555
88,USDCHF,LONG,51.94,2026-04-09 18:33:58.949460+00:00,-13.000000000000789,SL,-18.000000000000238,50,67.02823571344476
89,NZDUSD,LONG,85.0,2026-04-10 02:00:58.659637+00:00,-15.183738373498734,SL,-9.100000000000774,50,51.844497339946024
90,EURUSD,LONG,55.38,2026-04-10 05:00:19.953306+00:00,-13.904877386103909,SL,-8.00000000000134,50,37.93961995384211
91,EURGBP,LONG,75.0,2026-04-10 08:51:48.001246+00:00,-8.866864357001125,SL,3.1800000000001827,50,29.072755596840985
92,EURGBP,SHORT,90.0,2026-04-10 15:36:51.456834+00:00,-8.099999999999774,SL,-8.099999999999774,50,20.97275559684121
93,USDCHF,SHORT,79.85,2026-04-10 17:16:17.710045+00:00,-17.828218687760966,SL,-17.800000000000036,50,3.1445369090802444
94,EURJPY,LONG,86.29,2026-04-13 00:39:36.434032+00:00,12.0,TP,10.29356601327038,50,15.144536909080244
95,EURUSD,LONG,84.17,2026-04-13 02:01:00.450274+00:00,12.0,TP,-3.4000000000000696,50,27.144536909080244
96,CHFJPY,SHORT,70.0,2026-04-13 03:00:15.514793+00:00,12.0,TP,-21.000000000000796,50,39.144536909080244
97,EURGBP,LONG,85.0,2026-04-13 06:46:11.868765+00:00,-10.39993987652199,SL,-9.799999999999809,50,28.744597032558254
98,EURAUD,SHORT,60.0,2026-04-13 08:03:34.612923+00:00,-18.800000000001038,SL,-18.80000000000104,50,9.944597032557215
99,USDCHF,SHORT,79.85,2026-04-13 11:15:23.715615+00:00,-17.599999999999838,SL,-17.599999999999838,50,-7.6554029674426225
100,NZDUSD,LONG,70.0,2026-04-13 14:00:44.730523+00:00,12.0,TP,29.94057417466922,50,4.3445970325573775
101,EURAUD,SHORT,60.0,2026-04-13 14:21:59.322348+00:00,12.0,TP,-17.80000000000115,50,16.344597032557378
102,EURGBP,SHORT,60.0,2026-04-14 05:00:42.856735+00:00,-8.324757146130901,SL,-8.324757146130901,50,8.019839886426476
103,NZDUSD,LONG,85.0,2026-04-14 23:45:56.404833+00:00,-9.936103163195042,SL,-9.936103163195042,50,-1.9162632767685661
104,CHFJPY,LONG,85.69,2026-04-15 01:41:33.683612+00:00,-30.810327897549428,SL,-20.09999999999934,50,-32.726591174317996
105,EURGBP,LONG,60.0,2026-04-15 03:00:57.621747+00:00,12.0,TP,4.485436549797273,50,-20.726591174317996
106,EURJPY,LONG,90.0,2026-04-15 05:07:27.171492+00:00,12.0,TP,2.5200000000000955,50,-8.726591174317996
107,USDCHF,SHORT,70.0,2026-04-15 08:12:17.411997+00:00,-11.200000000000099,SL,-11.2000000000001,50,-19.926591174318094
108,GBPJPY,LONG,60.1,2026-04-15 11:11:07.509577+00:00,12.0,TP,30.493075602065577,50,-7.926591174318094
109,EURUSD,LONG,100.0,2026-04-15 15:17:59.553839+00:00,12.0,TP,0.99999999999989,50,4.073408825681906
110,CHFJPY,SHORT,70.0,2026-04-15 17:00:53.282377+00:00,12.0,TP,20.057100903511017,50,16.073408825681906
111,USDCHF,SHORT,90.0,2026-04-16 02:00:59.143716+00:00,12.0,TP,10.7999999999997,50,28.073408825681906
112,EURJPY,LONG,74.57,2026-04-16 07:22:34.395502+00:00,12.0,TP,12.899999999999068,50,40.07340882568191
113,EURUSD,SHORT,53.41,2026-04-16 08:00:29.125366+00:00,12.0,TP,14.80000000000148,50,52.07340882568191
114,GBPJPY,LONG,85.0,2026-04-16 14:00:44.911201+00:00,-22.90000000000134,SL,-22.90000000000134,50,29.173408825680568
115,CHFJPY,LONG,65.4,2026-04-17 01:00:40.378384+00:00,12.0,TP,5.400000000000205,50,41.17340882568057
116,EURUSD,LONG,90.0,2026-04-17 06:48:27.501524+00:00,12.0,TP,20.199999999999108,50,53.17340882568057
117,CHFJPY,SHORT,51.98,2026-04-17 07:00:32.252795+00:00,-16.40000000000157,SL,-16.40000000000157,50,36.773408825679
118,USDCHF,SHORT,60.0,2026-04-17 09:00:57.877025+00:00,12.0,TP,26.000000000000465,50,48.773408825679
119,EURAUD,LONG,65.0,2026-04-17 11:00:10.284454+00:00,-17.599999999999838,SL,-17.599999999999838,50,31.17340882567916
120,EURGBP,LONG,50.0,2026-04-17 14:41:13.630156+00:00,12.0,TP,5.375814884491348,50,43.17340882567916
121,EURAUD,LONG,70.0,2026-04-19 23:00:25.857185+00:00,12.0,TP,13.284912026049422,50,55.17340882567916
122,EURGBP,SHORT,70.0,2026-04-20 08:00:51.107737+00:00,-8.699999999999264,SL,-2.2999999999995246,50,46.4734088256799
123,CHFJPY,LONG,52.5,2026-04-20 09:03:41.304899+00:00,12.0,TP,28.600000000000136,50,58.4734088256799
124,EURAUD,SHORT,63.47,2026-04-20 10:00:25.303361+00:00,12.0,TP,-21.14632486454493,50,70.4734088256799
125,USDCHF,SHORT,82.93,2026-04-20 14:00:50.968099+00:00,-12.15537803887723,SL,-12.15537803887723,50,58.318030786802666
126,GBPJPY,SHORT,80.0,2026-04-20 14:01:30.342782+00:00,-25.100000000000477,SL,-25.100000000000477,50,33.21803078680219
127,EURJPY,SHORT,55.0,2026-04-20 15:13:30.037480+00:00,-27.878644794145657,SL,-27.878644794142815,50,5.339385992656531
128,EURAUD,LONG,57.26,2026-04-21 04:00:37.283291+00:00,12.0,TP,-2.6999999999999247,50,17.33938599265653
129,EURUSD,SHORT,55.0,2026-04-21 08:00:48.690312+00:00,12.0,TP,15.46549209156689,50,29.33938599265653
130,EURGBP,LONG,85.0,2026-04-21 09:00:09.740344+00:00,-11.392241804146774,SL,-8.500000000000174,50,17.947144188509757
131,EURAUD,SHORT,85.0,2026-04-21 17:00:05.141805+00:00,12.0,TP,6.360000000001698,50,29.947144188509757
132,CHFJPY,SHORT,55.0,2026-04-21 20:00:19.639828+00:00,12.0,TP,-22.515645649420435,50,41.94714418850975
133,EURJPY,SHORT,77.5,2026-04-21 20:00:21.432498+00:00,12.0,TP,-24.72620478274621,50,53.94714418850975
134,CHFJPY,LONG,60.0,2026-04-22 10:01:11.176060+00:00,-18.700000000001182,SL,-18.700000000001182,50,35.24714418850857
135,GBPJPY,LONG,65.0,2026-04-22 11:37:31.652040+00:00,-16.499999999999204,SL,-17.099999999999227,50,18.747144188509367
136,NZDUSD,LONG,90.0,2026-04-22 12:00:42.769808+00:00,12.0,TP,2.9999999999996696,50,30.747144188509367
137,EURUSD,SHORT,70.0,2026-04-22 14:00:28.291031+00:00,12.0,TP,24.29999999999932,50,42.74714418850937
138,NZDUSD,SHORT,60.0,2026-04-22 19:00:06.512348+00:00,12.0,TP,-11.011016301909482,50,54.74714418850937
139,EURAUD,SHORT,73.33,2026-04-23 15:00:07.371980+00:00,-31.200000000000117,SL,-31.69999999999895,50,23.54714418850925
140,EURAUD,LONG,62.5,2026-04-23 18:00:27.843663+00:00,12.0,TP,31.959999999999766,50,35.54714418850925
141,EURJPY,LONG,75.0,2026-04-23 23:00:51.486677+00:00,-17.826422918963658,SL,-17.900000000000205,50,17.720721269545592
142,EURUSD,SHORT,80.0,2026-04-24 10:18:24.807082+00:00,-16.20000000000177,SL,-18.000000000000238,50,1.5207212695438237
143,CHFJPY,SHORT,75.0,2026-04-24 10:18:25.642809+00:00,12.0,TP,26.987265131135132,50,13.520721269543824
144,EURGBP,SHORT,75.0,2026-04-24 11:01:03.765646+00:00,12.0,TP,-9.60000000000072,50,25.520721269543824
145,USDCHF,SHORT,80.0,2026-04-24 12:00:44.441700+00:00,-13.500000000000734,SL,-13.500000000000734,50,12.02072126954309
146,GBPJPY,LONG,70.0,2026-04-24 13:00:59.925285+00:00,12.0,TP,27.282933452555085,50,24.02072126954309
147,EURAUD,SHORT,80.0,2026-04-24 15:00:15.504087+00:00,12.0,TP,13.619999999998631,50,36.02072126954309
148,CHFJPY,LONG,69.75,2026-04-26 23:00:10.928006+00:00,12.0,TP,21.18000000000052,50,48.02072126954309
149,EURAUD,SHORT,80.0,2026-04-27 00:00:21.984081+00:00,12.0,TP,19.800000000000928,50,60.02072126954309
150,USDCHF,LONG,90.0,2026-04-27 17:00:35.877563+00:00,-13.299999999999423,SL,12.720000000000065,50,46.72072126954367
151,EURGBP,SHORT,80.0,2026-04-27 19:00:03.782985+00:00,12.0,TP,5.760000000000431,50,58.72072126954367
152,EURAUD,SHORT,81.76,2026-04-28 08:39:47.703905+00:00,-26.699999999999502,SL,-23.699999999999832,50,32.02072126954417
157,EURJPY,SHORT,75.0,2026-04-28 14:00:31.882415+00:00,-38.2000000000005,SL,28.439999999999372,50,-6.179278730456332
159,USDCHF,LONG,60.0,2026-04-29 01:30:39.228725+00:00,12.0,TP,9.540000000000548,50,5.820721269543668
160,EURJPY,LONG,85.0,2026-04-29 09:00:15.711659+00:00,12.0,TP,3.000000000000682,50,17.820721269543668
161,EURUSD,LONG,62.89,2026-04-29 15:30:35.193549+00:00,-9.500000000000064,SL,1.1200132516808736,50,8.320721269543604
163,EURUSD,SHORT,85.0,2026-04-30 13:30:21.947935+00:00,-20.599999999999508,SL,0.0,50,-12.279278730455903
164,EURJPY,SHORT,70.0,2026-05-03 23:01:12.786913+00:00,12.0,TP,10.113005135116282,50,-0.27927873045590346
165,EURJPY,LONG,70.0,2026-05-04 06:00:35.629275+00:00,12.0,TP,-1.500000000001478,50,11.720721269544097
166,EURAUD,SHORT,73.28,2026-05-04 17:00:23.680357+00:00,12.0,TP,32.16388267703607,50,23.720721269544097
44,EURAUD,LONG,65.0,2026-03-27 09:00:13.357386+00:00,12.0,TP,-7.200000000000539,55,12.0
45,NZDUSD,LONG,60.0,2026-03-27 10:06:11.991731+00:00,-9.100728733107966,SL,-9.100000000000774,55,2.8992712668920344
46,NZDUSD,SHORT,70.87,2026-03-27 11:00:21.798770+00:00,12.0,TP,5.599999999998939,55,14.899271266892034
47,USDCHF,SHORT,65.0,2026-03-27 14:00:07.147714+00:00,-14.7407371905528,SL,-14.500000000000624,55,0.1585340763392349
48,EURUSD,SHORT,63.68,2026-03-27 15:08:27.141184+00:00,12.0,TP,2.1999999999988695,55,12.158534076339235
49,EURGBP,SHORT,75.0,2026-03-30 04:00:20.479515+00:00,-13.699999999999823,SL,-9.000000000000119,55,-1.5414659236605885
50,EURUSD,LONG,80.0,2026-03-30 06:45:44.659272+00:00,-12.486827859110594,SL,-12.5,55,-14.028293782771183
51,NZDUSD,SHORT,80.0,2026-03-30 07:00:48.771808+00:00,12.0,TP,14.399999999999968,55,-2.0282937827711827
52,EURAUD,LONG,70.0,2026-03-30 11:00:49.921874+00:00,12.0,TP,9.5,55,9.971706217228817
53,USDCHF,SHORT,75.0,2026-03-30 13:00:26.472579+00:00,-12.599999999999278,SL,-12.6,55,-2.628293782770461
54,EURUSD,SHORT,75.0,2026-03-31 02:00:42.033075+00:00,12.0,TP,-14.40000000000108,55,9.371706217229539
55,NZDUSD,LONG,60.0,2026-03-31 02:00:42.849806+00:00,-11.099999999999444,SL,-11.5,55,-1.7282937827699048
56,EURAUD,LONG,85.0,2026-03-31 11:02:11.707133+00:00,-16.300000000000203,SL,-22.7,55,-18.028293782770106
57,EURGBP,SHORT,80.0,2026-03-31 11:08:31.922124+00:00,-8.412619361859441,SL,-8.00000000000023,55,-26.440913144629548
58,USDCHF,LONG,80.0,2026-03-31 12:01:22.097110+00:00,12.0,TP,32.49999999999975,55,-14.440913144629548
60,USDCHF,SHORT,70.0,2026-03-31 19:38:46.410732+00:00,12.0,TP,-15.399999999999858,55,-2.4409131446295476
61,NZDUSD,LONG,65.0,2026-04-01 13:13:43.697634+00:00,-11.900000000000244,SL,-5.199999999999649,55,-14.340913144629791
62,EURAUD,SHORT,70.0,2026-04-01 17:00:26.946138+00:00,-17.000000000000348,SL,-17.1,55,-31.34091314463014
63,EURAUD,LONG,75.0,2026-04-01 20:00:23.244413+00:00,12.0,TP,6.5,55,-19.34091314463014
64,NZDUSD,SHORT,64.58,2026-04-01 23:00:49.854960+00:00,12.0,TP,-7.900000000000684,55,-7.340913144630139
65,EURUSD,SHORT,80.0,2026-04-02 03:57:06.766868+00:00,12.0,TP,-24.200000000000887,55,4.659086855369861
66,EURGBP,LONG,76.35,2026-04-02 03:57:07.266806+00:00,12.0,TP,-3.6000000000002697,55,16.65908685536986
67,USDCHF,SHORT,69.14,2026-04-02 13:01:18.334889+00:00,12.0,TP,3.7,55,28.65908685536986
68,USDCHF,LONG,77.4,2026-04-02 15:57:45.567286+00:00,-12.000000000000899,SL,-8.60000000000083,55,16.65908685536896
69,NZDUSD,SHORT,77.72,2026-04-03 00:00:35.858040+00:00,12.0,TP,7.669312624473346,55,28.65908685536896
70,EURGBP,SHORT,80.0,2026-04-03 02:00:45.566028+00:00,12.0,TP,-13.999999999999568,55,40.65908685536896
71,EURAUD,SHORT,85.0,2026-04-03 13:00:39.234689+00:00,12.0,TP,-5.100000000000104,55,52.65908685536896
72,EURAUD,LONG,85.0,2026-04-03 17:00:59.823409+00:00,12.0,TP,9.740051198854792,55,64.65908685536897
73,EURAUD,SHORT,90.0,2026-04-05 23:00:27.844590+00:00,12.0,TP,26.123113914405582,55,76.65908685536897
74,EURGBP,SHORT,75.0,2026-04-06 02:00:59.333085+00:00,12.0,TP,-6.599999999999939,55,88.65908685536897
75,EURUSD,LONG,80.0,2026-04-06 16:00:06.036099+00:00,-14.836591984914715,SL,-7.299999999998974,55,73.82249487045425
76,USDCHF,SHORT,80.0,2026-04-06 16:01:07.124467+00:00,12.0,TP,-9.20000000000032,55,85.82249487045425
77,EURAUD,SHORT,80.0,2026-04-07 00:29:26.227920+00:00,-32.60567633263545,SL,-32.70000000000106,55,53.2168185378188
78,NZDUSD,SHORT,85.0,2026-04-07 09:00:44.260584+00:00,12.0,TP,15.499999999999403,55,65.2168185378188
79,EURUSD,SHORT,85.0,2026-04-07 13:29:48.215761+00:00,-19.78858282437379,SL,-20.000000000000018,55,45.428235713445005
80,NZDUSD,LONG,70.0,2026-04-07 14:22:02.730532+00:00,12.0,TP,22.699999999999942,55,57.428235713445005
81,USDCHF,SHORT,80.0,2026-04-07 19:00:04.369635+00:00,12.0,TP,15.699999999999603,55,69.428235713445
82,EURGBP,SHORT,65.0,2026-04-08 00:53:09.657220+00:00,12.0,TP,14.57031420219157,55,81.428235713445
83,USDCHF,LONG,60.0,2026-04-08 13:32:16.816714+00:00,12.0,TP,38.3,55,93.428235713445
84,EURAUD,SHORT,69.26,2026-04-08 15:13:49.806927+00:00,12.0,TP,-31.599999999998296,55,105.428235713445
85,NZDUSD,LONG,70.0,2026-04-08 23:00:08.094077+00:00,12.0,TP,-1.100000000000545,55,117.428235713445
86,EURUSD,LONG,70.0,2026-04-09 05:00:03.292219+00:00,-8.999999999999009,SL,-9.300000000000974,55,108.428235713446
87,USDCHF,SHORT,80.0,2026-04-09 13:00:32.523500+00:00,12.0,TP,-7.399999999999629,55,120.428235713446
89,NZDUSD,LONG,85.0,2026-04-10 02:00:58.659637+00:00,-15.183738373498734,SL,-9.100000000000774,55,105.24449733994726
90,EURUSD,LONG,55.38,2026-04-10 05:00:19.953306+00:00,-13.904877386103909,SL,-8.00000000000134,55,91.33961995384335
91,EURGBP,LONG,75.0,2026-04-10 08:51:48.001246+00:00,-8.866864357001125,SL,3.1800000000001827,55,82.47275559684223
92,EURGBP,SHORT,90.0,2026-04-10 15:36:51.456834+00:00,-8.099999999999774,SL,-8.099999999999774,55,74.37275559684247
93,USDCHF,SHORT,79.85,2026-04-10 17:16:17.710045+00:00,-17.828218687760966,SL,-17.800000000000036,55,56.5445369090815
94,EURJPY,LONG,86.29,2026-04-13 00:39:36.434032+00:00,12.0,TP,10.29356601327038,55,68.5445369090815
95,EURUSD,LONG,84.17,2026-04-13 02:01:00.450274+00:00,12.0,TP,-3.4000000000000696,55,80.5445369090815
96,CHFJPY,SHORT,70.0,2026-04-13 03:00:15.514793+00:00,12.0,TP,-21.000000000000796,55,92.5445369090815
97,EURGBP,LONG,85.0,2026-04-13 06:46:11.868765+00:00,-10.39993987652199,SL,-9.799999999999809,55,82.14459703255952
98,EURAUD,SHORT,60.0,2026-04-13 08:03:34.612923+00:00,-18.800000000001038,SL,-18.80000000000104,55,63.34459703255848
99,USDCHF,SHORT,79.85,2026-04-13 11:15:23.715615+00:00,-17.599999999999838,SL,-17.599999999999838,55,45.744597032558644
100,NZDUSD,LONG,70.0,2026-04-13 14:00:44.730523+00:00,12.0,TP,29.94057417466922,55,57.744597032558644
101,EURAUD,SHORT,60.0,2026-04-13 14:21:59.322348+00:00,12.0,TP,-17.80000000000115,55,69.74459703255864
102,EURGBP,SHORT,60.0,2026-04-14 05:00:42.856735+00:00,-8.324757146130901,SL,-8.324757146130901,55,61.419839886427745
103,NZDUSD,LONG,85.0,2026-04-14 23:45:56.404833+00:00,-9.936103163195042,SL,-9.936103163195042,55,51.4837367232327
104,CHFJPY,LONG,85.69,2026-04-15 01:41:33.683612+00:00,-30.810327897549428,SL,-20.09999999999934,55,20.673408825683275
105,EURGBP,LONG,60.0,2026-04-15 03:00:57.621747+00:00,12.0,TP,4.485436549797273,55,32.673408825683275
106,EURJPY,LONG,90.0,2026-04-15 05:07:27.171492+00:00,12.0,TP,2.5200000000000955,55,44.673408825683275
107,USDCHF,SHORT,70.0,2026-04-15 08:12:17.411997+00:00,-11.200000000000099,SL,-11.2000000000001,55,33.47340882568318
108,GBPJPY,LONG,60.1,2026-04-15 11:11:07.509577+00:00,12.0,TP,30.493075602065577,55,45.47340882568318
109,EURUSD,LONG,100.0,2026-04-15 15:17:59.553839+00:00,12.0,TP,0.99999999999989,55,57.47340882568318
110,CHFJPY,SHORT,70.0,2026-04-15 17:00:53.282377+00:00,12.0,TP,20.057100903511017,55,69.47340882568318
111,USDCHF,SHORT,90.0,2026-04-16 02:00:59.143716+00:00,12.0,TP,10.7999999999997,55,81.47340882568318
112,EURJPY,LONG,74.57,2026-04-16 07:22:34.395502+00:00,12.0,TP,12.899999999999068,55,93.47340882568318
114,GBPJPY,LONG,85.0,2026-04-16 14:00:44.911201+00:00,-22.90000000000134,SL,-22.90000000000134,55,70.57340882568184
115,CHFJPY,LONG,65.4,2026-04-17 01:00:40.378384+00:00,12.0,TP,5.400000000000205,55,82.57340882568184
116,EURUSD,LONG,90.0,2026-04-17 06:48:27.501524+00:00,12.0,TP,20.199999999999108,55,94.57340882568184
118,USDCHF,SHORT,60.0,2026-04-17 09:00:57.877025+00:00,12.0,TP,26.000000000000465,55,106.57340882568184
119,EURAUD,LONG,65.0,2026-04-17 11:00:10.284454+00:00,-17.599999999999838,SL,-17.599999999999838,55,88.973408825682
121,EURAUD,LONG,70.0,2026-04-19 23:00:25.857185+00:00,12.0,TP,13.284912026049422,55,100.973408825682
122,EURGBP,SHORT,70.0,2026-04-20 08:00:51.107737+00:00,-8.699999999999264,SL,-2.2999999999995246,55,92.27340882568274
124,EURAUD,SHORT,63.47,2026-04-20 10:00:25.303361+00:00,12.0,TP,-21.14632486454493,55,104.27340882568274
125,USDCHF,SHORT,82.93,2026-04-20 14:00:50.968099+00:00,-12.15537803887723,SL,-12.15537803887723,55,92.1180307868055
126,GBPJPY,SHORT,80.0,2026-04-20 14:01:30.342782+00:00,-25.100000000000477,SL,-25.100000000000477,55,67.01803078680503
127,EURJPY,SHORT,55.0,2026-04-20 15:13:30.037480+00:00,-27.878644794145657,SL,-27.878644794142815,55,39.13938599265937
128,EURAUD,LONG,57.26,2026-04-21 04:00:37.283291+00:00,12.0,TP,-2.6999999999999247,55,51.13938599265937
129,EURUSD,SHORT,55.0,2026-04-21 08:00:48.690312+00:00,12.0,TP,15.46549209156689,55,63.13938599265937
130,EURGBP,LONG,85.0,2026-04-21 09:00:09.740344+00:00,-11.392241804146774,SL,-8.500000000000174,55,51.74714418851259
131,EURAUD,SHORT,85.0,2026-04-21 17:00:05.141805+00:00,12.0,TP,6.360000000001698,55,63.74714418851259
132,CHFJPY,SHORT,55.0,2026-04-21 20:00:19.639828+00:00,12.0,TP,-22.515645649420435,55,75.74714418851259
133,EURJPY,SHORT,77.5,2026-04-21 20:00:21.432498+00:00,12.0,TP,-24.72620478274621,55,87.74714418851259
134,CHFJPY,LONG,60.0,2026-04-22 10:01:11.176060+00:00,-18.700000000001182,SL,-18.700000000001182,55,69.04714418851141
135,GBPJPY,LONG,65.0,2026-04-22 11:37:31.652040+00:00,-16.499999999999204,SL,-17.099999999999227,55,52.547144188512206
136,NZDUSD,LONG,90.0,2026-04-22 12:00:42.769808+00:00,12.0,TP,2.9999999999996696,55,64.5471441885122
137,EURUSD,SHORT,70.0,2026-04-22 14:00:28.291031+00:00,12.0,TP,24.29999999999932,55,76.5471441885122
138,NZDUSD,SHORT,60.0,2026-04-22 19:00:06.512348+00:00,12.0,TP,-11.011016301909482,55,88.5471441885122
139,EURAUD,SHORT,73.33,2026-04-23 15:00:07.371980+00:00,-31.200000000000117,SL,-31.69999999999895,55,57.34714418851209
140,EURAUD,LONG,62.5,2026-04-23 18:00:27.843663+00:00,12.0,TP,31.959999999999766,55,69.34714418851209
141,EURJPY,LONG,75.0,2026-04-23 23:00:51.486677+00:00,-17.826422918963658,SL,-17.900000000000205,55,51.52072126954843
142,EURUSD,SHORT,80.0,2026-04-24 10:18:24.807082+00:00,-16.20000000000177,SL,-18.000000000000238,55,35.32072126954667
143,CHFJPY,SHORT,75.0,2026-04-24 10:18:25.642809+00:00,12.0,TP,26.987265131135132,55,47.32072126954667
144,EURGBP,SHORT,75.0,2026-04-24 11:01:03.765646+00:00,12.0,TP,-9.60000000000072,55,59.32072126954667
145,USDCHF,SHORT,80.0,2026-04-24 12:00:44.441700+00:00,-13.500000000000734,SL,-13.500000000000734,55,45.820721269545935
146,GBPJPY,LONG,70.0,2026-04-24 13:00:59.925285+00:00,12.0,TP,27.282933452555085,55,57.820721269545935
147,EURAUD,SHORT,80.0,2026-04-24 15:00:15.504087+00:00,12.0,TP,13.619999999998631,55,69.82072126954594
148,CHFJPY,LONG,69.75,2026-04-26 23:00:10.928006+00:00,12.0,TP,21.18000000000052,55,81.82072126954594
149,EURAUD,SHORT,80.0,2026-04-27 00:00:21.984081+00:00,12.0,TP,19.800000000000928,55,93.82072126954594
150,USDCHF,LONG,90.0,2026-04-27 17:00:35.877563+00:00,-13.299999999999423,SL,12.720000000000065,55,80.52072126954651
151,EURGBP,SHORT,80.0,2026-04-27 19:00:03.782985+00:00,12.0,TP,5.760000000000431,55,92.52072126954651
152,EURAUD,SHORT,81.76,2026-04-28 08:39:47.703905+00:00,-26.699999999999502,SL,-23.699999999999832,55,65.82072126954701
157,EURJPY,SHORT,75.0,2026-04-28 14:00:31.882415+00:00,-38.2000000000005,SL,28.439999999999372,55,27.620721269546507
159,USDCHF,LONG,60.0,2026-04-29 01:30:39.228725+00:00,12.0,TP,9.540000000000548,55,39.62072126954651
160,EURJPY,LONG,85.0,2026-04-29 09:00:15.711659+00:00,12.0,TP,3.000000000000682,55,51.62072126954651
161,EURUSD,LONG,62.89,2026-04-29 15:30:35.193549+00:00,-9.500000000000064,SL,1.1200132516808736,55,42.12072126954644
163,EURUSD,SHORT,85.0,2026-04-30 13:30:21.947935+00:00,-20.599999999999508,SL,0.0,55,21.520721269546936
164,EURJPY,SHORT,70.0,2026-05-03 23:01:12.786913+00:00,12.0,TP,10.113005135116282,55,33.52072126954694
165,EURJPY,LONG,70.0,2026-05-04 06:00:35.629275+00:00,12.0,TP,-1.500000000001478,55,45.52072126954694
166,EURAUD,SHORT,73.28,2026-05-04 17:00:23.680357+00:00,12.0,TP,32.16388267703607,55,57.52072126954694
44,EURAUD,LONG,65.0,2026-03-27 09:00:13.357386+00:00,12.0,TP,-7.200000000000539,60,12.0
45,NZDUSD,LONG,60.0,2026-03-27 10:06:11.991731+00:00,-9.100728733107966,SL,-9.100000000000774,60,2.8992712668920344
46,NZDUSD,SHORT,70.87,2026-03-27 11:00:21.798770+00:00,12.0,TP,5.599999999998939,60,14.899271266892034
47,USDCHF,SHORT,65.0,2026-03-27 14:00:07.147714+00:00,-14.7407371905528,SL,-14.500000000000624,60,0.1585340763392349
48,EURUSD,SHORT,63.68,2026-03-27 15:08:27.141184+00:00,12.0,TP,2.1999999999988695,60,12.158534076339235
49,EURGBP,SHORT,75.0,2026-03-30 04:00:20.479515+00:00,-13.699999999999823,SL,-9.000000000000119,60,-1.5414659236605885
50,EURUSD,LONG,80.0,2026-03-30 06:45:44.659272+00:00,-12.486827859110594,SL,-12.5,60,-14.028293782771183
51,NZDUSD,SHORT,80.0,2026-03-30 07:00:48.771808+00:00,12.0,TP,14.399999999999968,60,-2.0282937827711827
52,EURAUD,LONG,70.0,2026-03-30 11:00:49.921874+00:00,12.0,TP,9.5,60,9.971706217228817
53,USDCHF,SHORT,75.0,2026-03-30 13:00:26.472579+00:00,-12.599999999999278,SL,-12.6,60,-2.628293782770461
54,EURUSD,SHORT,75.0,2026-03-31 02:00:42.033075+00:00,12.0,TP,-14.40000000000108,60,9.371706217229539
