id,symbol,direction,entry_price,target_1,target_2,stop_loss,close_price,pnl,pnl_pips,close_reason,partial_closed,partial_close_price,partial_close_at,opened_at,closed_at,lot_size,intended_entry,intended_sl,slippage,mt5_ticket,mt5_ticket_partial,pnl_estimated,pattern_id,pattern_metadata
67,USDCHF,SHORT,0.79895,0.7983,0.79595,0.80125,0.79895,16.31,3.7,TRAILING_STOP,1,0.79833,2026-04-02 14:36:36.652238,2026-04-02 13:01:18.334889,2026-04-02 14:39:09.308473,0.35,0.79895,0.8010324115471475,0.0,1571845141,,0,261,
68,USDCHF,LONG,0.79873,0.8003,0.80165,0.79753,0.79787,-71.14,-8.60000000000083,INVALIDATION,0,,,2026-04-02 15:57:45.567286,2026-04-02 21:01:15.420486,0.66,0.79865,0.7975990650313215,8.000000000008001e-05,1572330192,,0,272,
69,NZDUSD,SHORT,0.57167,0.57068,0.56822,0.57441,0.5712376718438817,27.60952544810404,7.669312624473346,TRAILING_STOP,1,0.57068,2026-04-03 05:18:19.627299,2026-04-03 00:00:35.858040,2026-04-03 07:23:55.137713,0.36,0.5726,0.5742208327234255,0.0009299999999999864,1572815242,,0,294,
70,EURGBP,SHORT,0.87204,0.87161,0.8696000000000002,0.8738650415623296,0.87344,-76.79,-13.999999999999568,INVALIDATION,0,,,2026-04-03 02:00:45.566028,2026-04-03 20:30:31.565979,0.41,0.87221,0.8737150415623296,0.00017000000000000348,1572854566,,0,300,
71,EURAUD,SHORT,1.67095,1.66959,1.6683999999999997,1.6723978991044555,1.67146,-34.8,-5.1000000000001044,INVALIDATION,0,,,2026-04-03 13:00:39.234689,2026-04-03 15:00:58.627331,0.99,1.67119,1.6722578991044554,0.00024000000000001798,1573146057,,0,318,
72,EURAUD,LONG,1.67136,1.67273,1.6768300000000003,1.6680121008955444,1.6716350127997135,41.882220155075615,9.740051198854793,TRAILING_STOP,1,1.6728,2026-04-05 22:10:19.461033,2026-04-03 17:00:59.823409,2026-04-05 22:34:53.315429,0.43,1.67119,1.6681621008955445,0.00017000000000000348,1573240145,,0,322,
73,EURAUD,SHORT,1.67137,1.6689699999999998,1.6659299999999997,1.6738,1.6685442215213986,154.12637209499292,26.123113914405582,TRAILING_STOP,1,1.6689,2026-04-06 01:29:59.303898,2026-04-05 23:00:27.844590,2026-04-06 03:00:13.413577,0.59,1.67157,1.6735940103173372,0.00019999999999997797,1573947237,,0,331,
74,EURGBP,SHORT,0.87213,0.8714,0.8707499999999999,0.87318,0.87279,-62.86,-6.599999999999939,INVALIDATION,0,,,2026-04-06 02:00:59.333085,2026-04-06 07:38:45.836748,0.72,0.87282,0.8730539520509508,0.0006900000000000794,1574243765,,0,338,
75,EURUSD,LONG,1.15448,1.15546,1.1569699999999998,1.1529963408015085,1.15375,-47.52,-7.299999999998974,INVALIDATION,0,,,2026-04-06 16:00:06.036099,2026-04-07 00:37:24.974837,0.66,1.15442,1.1530863408015084,5.999999999994898e-05,1575712551,,0,345,
76,USDCHF,SHORT,0.79782,0.79707,0.7955,0.7993327045384265,0.79874,-59.89,-9.200000000000319,INVALIDATION,0,,,2026-04-06 16:01:07.124467,2026-04-06 21:01:44.441223,0.52,0.7979,0.7992427045384265,8.000000000008001e-05,1575715243,,0,347,
77,EURAUD,SHORT,1.6675,1.6669,1.6634000000000002,1.6707605676332635,1.67077,-97.04,-32.70000000000106,STOP_LOSS,0,,,2026-04-07 00:29:26.227920,2026-04-07 01:39:57.405267,0.43,1.6676600000000001,1.6706005676332636,0.00016000000000016001,1576264449,,0,353,
78,NZDUSD,SHORT,0.5719,0.5714,0.570535,0.5730521020381764,0.57035,51.81,15.499999999999403,TARGET_2,1,0.57141,2026-04-07 09:45:59.419484,2026-04-07 09:00:44.260584,2026-04-07 10:25:36.057683,0.83,0.57211,0.5729421020381763,0.00021000000000004349,1577159144,,0,369,
79,EURUSD,SHORT,1.1559,1.1534200000000001,1.1504400000000001,1.1578788582824373,1.1579,-98.0,-20.000000000000018,STOP_LOSS,0,,,2026-04-07 13:29:48.215761,2026-04-07 14:34:50.607025,0.49,1.15605,1.1577888582824374,0.0001500000000000945,1577754225,,0,373,
80,NZDUSD,LONG,0.57073,0.57148,0.5729299999999999,0.569240898940288,0.573,59.02,22.699999999999942,TARGET_2,1,0.5716,2026-04-07 19:19:52.737580,2026-04-07 14:22:02.730532,2026-04-07 20:15:05.816815,0.65,0.5705,0.569360898940288,0.00022999999999995246,1577946000,,0,374,
81,USDCHF,SHORT,0.79924,0.79845,0.797675,0.8007052449001687,0.79767,41.86,15.699999999999603,TARGET_2,1,0.79773,2026-04-07 19:45:55.124101,2026-04-07 19:00:04.369635,2026-04-07 19:47:27.442569,0.52,0.80006,0.8005952449001686,0.0008200000000000429,1578560701,,0,378,
82,EURGBP,SHORT,0.87158,0.87004,0.868365,0.8727334993789023,0.8702624214494522,91.7929794738069,14.57031420219157,TRAILING_STOP,1,0.87003,2026-04-08 08:59:11.767124,2026-04-08 00:53:09.657220,2026-04-08 09:43:33.174813,0.63,0.87171,0.8726234993789023,0.00012999999999996348,1579345076,,0,381,
83,USDCHF,LONG,0.78857,0.78981,0.792345,0.7863385862960576,0.7924,67.67,38.3,TARGET_2,1,0.78987,2026-04-08 16:00:05.341280,2026-04-08 13:32:16.816714,2026-04-08 18:57:19.998824,0.35,0.78843,0.7864285862960576,0.000140000000000029,1580684140,,0,400,
84,EURAUD,SHORT,1.6565400000000001,1.65177,1.64486,1.66126,1.6597,-64.01,-31.599999999998296,INVALIDATION,0,,,2026-04-08 15:13:49.806927,2026-04-09 08:04:59.752000,0.29,1.65665,1.661093297355272,0.00010999999999983245,1581004006,,0,402,
85,NZDUSD,LONG,0.58255,0.5859,0.58717,0.5815437667139088,0.58244,-9.0,-1.100000000000545,INVALIDATION,0,,,2026-04-08 23:00:08.094077,2026-04-09 01:01:24.413953,1.0,0.58201,0.5816437667139088,0.0005399999999999849,1581740889,,0,406,
86,EURUSD,LONG,1.16669,1.17086,1.1724200000000002,1.16579,1.16576,-103.23,-9.300000000000974,STOP_LOSS,0,,,2026-04-09 05:00:03.292219,2026-04-09 06:17:28.285855,1.11,1.16645,1.1658920440864329,0.00024000000000001798,1582213934,,0,410,
87,USDCHF,SHORT,0.79044,0.78694,0.7843800000000001,0.79163,0.79118,-55.87,-7.399999999999629,INVALIDATION,0,,,2026-04-09 13:00:32.523500,2026-04-09 15:05:04.597801,0.65,0.7905,0.791552236878298,5.999999999994898e-05,1583111138,,0,415,
88,USDCHF,LONG,0.79056,0.79215,0.79383,0.78926,0.78876,-134.64,-18.000000000000238,STOP_LOSS,0,,,2026-04-09 18:33:58.949460,2026-04-09 21:01:38.828438,0.59,0.7905,0.789397763121702,6.0000000000060005e-05,1583879245,,0,420,
