time,open,high,low,close,tick_volume,spread,real_volume
2025-01-15 10:30:00+00:00,1.10467,1.10469,1.10418,1.10428,1591,3,0
2025-01-15 10:45:00+00:00,1.10427,1.10427,1.10394,1.10409,1214,6,0
2025-01-15 11:00:00+00:00,1.1041,1.10446,1.10405,1.10444,1432,8,0
2025-01-15 11:15:00+00:00,1.10445,1.10465,1.10435,1.10461,1315,5,0
2025-01-15 11:30:00+00:00,1.10459,1.10474,1.10447,1.10448,1209,5,0
2025-01-15 11:45:00+00:00,1.10447,1.10463,1.10433,1.10452,1166,6,0
2025-01-15 12:00:00+00:00,1.10452,1.10483,1.10439,1.10461,1023,6,0
2025-01-15 12:15:00+00:00,1.10462,1.10484,1.10448,1.10477,1182,3,0
2025-01-15 12:30:00+00:00,1.10478,1.10517,1.10475,1.10517,780,3,0
2025-01-15 12:45:00+00:00,1.10516,1.10527,1.10501,1.10508,876,3,0
2025-01-15 13:00:00+00:00,1.10506,1.10525,1.10497,1.10501,853,3,0
2025-01-15 13:15:00+00:00,1.10499,1.1055,1.10494,1.10543,854,3,0
2025-01-15 13:30:00+00:00,1.10544,1.10571,1.10532,1.1055,991,3,0
2025-01-15 13:45:00+00:00,1.10551,1.10567,1.10534,1.10561,773,3,0
2025-01-15 14:00:00+00:00,1.10561,1.10595,1.10555,1.10582,1034,3,0
2025-01-15 14:15:00+00:00,1.10582,1.10603,1.1057,1.10589,1124,3,0
2025-01-15 14:30:00+00:00,1.10591,1.10604,1.10575,1.10591,1079,3,0
2025-01-15 14:45:00+00:00,1.1059,1.10614,1.10584,1.10603,1227,3,0
2025-01-15 15:00:00+00:00,1.10601,1.10627,1.10573,1.10621,1461,3,0
2025-01-15 15:15:00+00:00,1.10619,1.10626,1.1055,1.10551,1690,6,0
2025-01-15 15:30:00+00:00,1.10508,1.10626,1.10182,1.10591,6057,6,0
2025-01-15 15:45:00+00:00,1.10592,1.1064,1.1053,1.10562,4478,3,0
2025-01-15 16:00:00+00:00,1.10562,1.10644,1.10548,1.1064,3709,3,0
2025-01-15 16:15:00+00:00,1.10639,1.10649,1.10591,1.10629,3350,3,0
2025-01-15 16:30:00+00:00,1.10628,1.10644,1.10582,1.10642,3603,3,0
2025-01-15 16:45:00+00:00,1.1064,1.10673,1.10613,1.10651,3856,3,0
2025-01-15 17:00:00+00:00,1.10651,1.1066799999999999,1.10593,1.10621,3469,3,0
2025-01-15 17:15:00+00:00,1.1062,1.1066,1.10616,1.1064,2888,6,0
2025-01-15 17:30:00+00:00,1.10641,1.10664,1.10618,1.10655,2881,6,0
2025-01-15 17:45:00+00:00,1.10654,1.10724,1.10626,1.10715,3559,6,0
2025-01-15 18:00:00+00:00,1.10714,1.1072899999999999,1.10689,1.10701,2976,6,0
2025-01-15 18:15:00+00:00,1.10702,1.1075,1.10695,1.10746,2847,3,0
2025-01-15 18:30:00+00:00,1.10747,1.10777,1.10728,1.1074,3525,3,0
2025-01-15 18:45:00+00:00,1.10742,1.10798,1.10725,1.10775,2331,3,0
2025-01-15 19:00:00+00:00,1.10775,1.10803,1.10766,1.10792,2261,3,0
2025-01-15 19:15:00+00:00,1.10792,1.10816,1.10787,1.10809,1711,3,0
2025-01-15 19:30:00+00:00,1.1081,1.1083,1.10793,1.10823,1607,3,0
2025-01-15 19:45:00+00:00,1.10822,1.1084,1.10804,1.10825,1500,3,0
2025-01-15 20:00:00+00:00,1.1083,1.10847,1.10811,1.10844,1545,3,0
2025-01-15 20:15:00+00:00,1.10845,1.10857,1.10827,1.10842,1427,3,0
2025-01-15 20:30:00+00:00,1.10839,1.1087,1.10833,1.10856,1119,3,0
2025-01-15 20:45:00+00:00,1.10855,1.10885,1.10852,1.10875,683,6,0
2025-01-15 21:00:00+00:00,1.10875,1.10896,1.10865,1.10889,742,6,0
2025-01-15 21:15:00+00:00,1.1089,1.10908,1.1088,1.10903,856,3,0
2025-01-15 21:30:00+00:00,1.10904,1.10934,1.10897,1.1091,946,3,0
2025-01-15 21:45:00+00:00,1.1091,1.10924,1.10857,1.10875,979,3,0
2025-01-15 22:00:00+00:00,1.10874,1.10875,1.10853,1.10863,849,3,0
2025-01-15 22:15:00+00:00,1.10864,1.10868,1.10842,1.10865,670,3,0
2025-01-15 22:30:00+00:00,1.10866,1.10868,1.1085,1.10866,629,3,0
2025-01-15 22:45:00+00:00,1.10863,1.10867,1.10836,1.1085099999999999,873,3,0
2025-01-15 23:00:00+00:00,1.10848,1.10855,1.10827,1.10837,439,3,0
2025-01-15 23:15:00+00:00,1.10838,1.10872,1.10825,1.10864,378,3,0
2025-01-15 23:30:00+00:00,1.10864,1.1087,1.10853,1.10859,302,3,0
2025-01-15 23:45:00+00:00,1.10857,1.10874,1.1085,1.10855,252,7,0
2025-01-16 00:00:00+00:00,1.10866,1.10876,1.1059,1.10837,165,44,0
2025-01-16 00:15:00+00:00,1.10837,1.10837,1.10808,1.10831,39,77,0
2025-01-16 00:30:00+00:00,1.10831,1.10832,1.10777,1.10808,100,55,0
2025-01-16 00:45:00+00:00,1.10808,1.1089,1.10808,1.10848,219,42,0
2025-01-16 01:00:00+00:00,1.10848,1.10878,1.10805,1.10849,566,12,0
2025-01-16 01:15:00+00:00,1.10849,1.10866,1.10843,1.10855,563,12,0
2025-01-16 01:30:00+00:00,1.10856,1.10858,1.10794,1.10802,475,9,0
2025-01-16 01:45:00+00:00,1.10801,1.10805,1.10774,1.10786,502,10,0
2025-01-16 02:00:00+00:00,1.10786,1.10798,1.10758,1.1076,791,10,0
2025-01-16 02:15:00+00:00,1.10759,1.10777,1.10724,1.10759,810,6,0
2025-01-16 02:30:00+00:00,1.1076,1.10946,1.10709,1.10802,1859,12,0
2025-01-16 02:45:00+00:00,1.10803,1.10833,1.10767,1.10777,2238,7,0
2025-01-16 03:00:00+00:00,1.10778,1.10812,1.10763,1.10789,1664,5,0
2025-01-16 03:15:00+00:00,1.1078999999999999,1.10815,1.10746,1.10749,1455,5,0
2025-01-16 03:30:00+00:00,1.10748,1.10759,1.10707,1.10717,1743,9,0
