time,open,high,low,close,tick_volume,spread,real_volume
2025-01-02 00:00:00+00:00,0.88919,0.88919,0.8886,0.88882,47,200,0
2025-01-02 00:15:00+00:00,0.88881,0.8891,0.88878,0.88894,67,200,0
2025-01-02 00:30:00+00:00,0.8889,0.88958,0.88886,0.88942,548,93,0
2025-01-02 00:45:00+00:00,0.88941,0.88969,0.88934,0.8896,237,59,0
2025-01-02 01:00:00+00:00,0.8896,0.89001,0.88881,0.8899,711,3,0
2025-01-02 01:15:00+00:00,0.88989,0.89006,0.88958,0.88971,931,2,0
2025-01-02 01:30:00+00:00,0.88972,0.89022,0.88969,0.89018,780,0,0
2025-01-02 01:45:00+00:00,0.89019,0.89039,0.89012,0.89025,715,0,0
2025-01-02 02:00:00+00:00,0.89025,0.89061,0.88991,0.89008,673,0,0
2025-01-02 02:15:00+00:00,0.89008,0.89096,0.88995,0.89084,630,0,0
2025-01-02 02:30:00+00:00,0.89084,0.89084,0.89026,0.89059,502,0,0
2025-01-02 02:45:00+00:00,0.8906,0.89165,0.89056,0.8915,808,0,0
2025-01-02 03:00:00+00:00,0.8915,0.892,0.89122,0.89183,1302,0,0
2025-01-02 03:15:00+00:00,0.89182,0.89271,0.8917,0.89232,1248,0,0
2025-01-02 03:30:00+00:00,0.89232,0.89307,0.89187,0.89263,1437,0,0
2025-01-02 03:45:00+00:00,0.89262,0.8928,0.89218,0.89272,1406,0,0
2025-01-02 04:00:00+00:00,0.89271,0.89306,0.89262,0.89298,1199,0,0
2025-01-02 04:15:00+00:00,0.89297,0.89317,0.89271,0.89306,950,0,0
2025-01-02 04:30:00+00:00,0.89305,0.89329,0.89272,0.89326,972,0,0
2025-01-02 04:45:00+00:00,0.89326,0.89424,0.89324,0.89422,1110,0,0
2025-01-02 05:00:00+00:00,0.89422,0.89425,0.89364,0.89366,837,0,0
2025-01-02 05:15:00+00:00,0.89366,0.89396,0.89364,0.89375,582,0,0
2025-01-02 05:30:00+00:00,0.89375,0.89384,0.89351,0.8936,503,0,0
2025-01-02 05:45:00+00:00,0.89359,0.89371,0.89334,0.89348,516,0,0
2025-01-02 06:00:00+00:00,0.89347,0.89378,0.89334,0.89374,538,0,0
2025-01-02 06:15:00+00:00,0.89373,0.89389,0.89352,0.89359,551,0,0
2025-01-02 06:30:00+00:00,0.89359,0.89406,0.89351,0.89399,487,0,0
2025-01-02 06:45:00+00:00,0.894,0.89404,0.89363,0.89371,457,0,0
2025-01-02 07:00:00+00:00,0.8937,0.89375,0.89319,0.89348,672,0,0
2025-01-02 07:15:00+00:00,0.89348,0.89384,0.89338,0.89346,499,0,0
2025-01-02 07:30:00+00:00,0.89345,0.89357,0.89319,0.89356,503,0,0
2025-01-02 07:45:00+00:00,0.89356,0.89369,0.89328,0.89329,390,0,0
